Huvudsektor,Undersektor,Län,Kommun,CO2 1990,CO2 2000,CO2 2005,CO2 2010,CO2 2015,CO2 2016,CO2 2017,CO2 2018,CO2 2019,CO2 2020,CO2 2021,CO2 2022
Alla,Alla,Skåne län,Lund,275711.566468939,300912.150594156,320884.265382256,288934.281843015,181336.135890116,172221.926577901,164836.72090351,162002.4860566,157687.448500212,142941.209762485,137816.325349244,122064.91323369
Alla,Alla,Skåne län,Malmö,1155544.16111006,1128914.43835958,1033922.14330034,1810373.02353157,1045424.00145948,969164.390317767,813265.624230635,759176.689540044,753633.189420878,630157.288808902,712470.997042349,644708.31093566
Alla,Alla,Skåne län,Osby,67356.147012794,56371.1422951005,49223.1444064258,42153.3285218039,34239.0746242626,33086.1699159238,35594.037774554,34820.6605101157,35087.8483966051,31575.4104982605,31415.0791866632,28470.6631856144
Alla,Alla,Skåne län,Perstorp,140899.551681361,72958.9428127726,82202.6778249313,89463.7688228629,54107.4180182513,52302.4571240626,48813.295283084,53814.1245800576,51660.4729859303,51606.9501373777,52025.3248754116,38720.796323482
Alla,Alla,Skåne län,Simrishamn,70853.6689539625,66547.1568514317,59127.6737541313,59487.1007807159,48374.9260226509,46090.6971420992,46124.6417524821,41081.5126044185,43789.3932803531,39690.1754157182,40872.3323147592,36784.531687087
Alla,Alla,Skåne län,Sjöbo,66135.8796921017,63468.6809504253,59893.0971107414,58578.1363563903,49703.6251690515,47911.2083845389,49611.7390956132,45757.1300677615,45841.9801615022,42680.6274277881,42633.299259994,39165.9240251285
Alla,Alla,Skåne län,Skurup,45886.7888538727,42643.1141378964,40856.7960418151,42180.8981327543,36147.304749319,34727.0537768922,32311.7343122733,32611.7648499922,33051.9736095212,31072.4103806402,30925.2356036675,27917.0534467156
Alla,Alla,Skåne län,Staffanstorp,95859.0188727217,78768.7463690268,75135.0094119064,80956.9695264257,69795.722284546,67049.9750599676,66175.8530625453,63628.3862203365,63181.9266896873,59004.3200099184,58944.7800798389,52299.5880959513
Alla,Alla,Skåne län,Svalöv,68834.5732780387,57864.282846254,53521.6699899365,51436.1515097265,42335.3881924458,41737.6123706251,38613.7463797941,37451.8095733884,36996.7690242874,33782.8975896576,34570.887642645,32089.081498445
Alla,Alla,Skåne län,Svedala,114503.48022546,100450.076578511,93421.6720166253,92581.7958715538,81895.8734921341,78369.3608987339,77450.2046295191,75377.7088867729,74701.2173874655,68370.4634956235,71304.9884068237,62776.1996398218
Alla,Alla,Skåne län,Tomelilla,56192.0928050558,48110.5464343321,46308.4265688592,47655.310869104,45600.3596265395,42989.3137719242,42017.9573635444,39790.8400605434,39779.4008021617,37502.6783800759,35133.3728889668,31145.0111474055
Alla,Alla,Skåne län,Trelleborg,190304.512742283,219357.47223721,140871.136133948,106624.246733682,87025.1177566274,83963.6616904791,81659.0535845149,78281.7864556484,77294.188917276,69959.3812858081,72543.8100579242,65113.0965763827
Alla,Alla,Skåne län,Vellinge,94876.108669802,86223.4918821252,78555.1172491809,77164.5401606659,65157.8709143751,62574.9730158216,62470.5953641329,63235.3658929862,61970.8444187674,57991.0914023059,57798.6003644068,51764.9529060493
Alla,Alla,Skåne län,Ystad,170120.777386988,167527.507277132,152611.306893396,89870.4735758148,79226.1067965747,75432.0912972561,76045.5727624112,68713.5949507001,66731.5608631873,62908.4715819318,62788.3333707468,56840.0885404922
Alla,Alla,Skåne län,Åstorp,70976.9176772114,62499.504580366,57450.356831196,89443.7031639237,57584.5877971937,55013.7933859187,53784.6743061901,51745.411658686,49460.4544263193,44767.0828698311,45634.9785954605,40062.6540960695
Alla,Alla,Skåne län,Ängelholm,211229.513670882,209174.956692795,190319.06508283,162487.627372347,148598.937379475,142363.321984092,161075.411132357,155807.587922604,131751.265556911,123149.820500838,120204.728540369,108703.330677333
Alla,Alla,Skåne län,Örkelljunga,76267.2199885404,75512.6948566788,72995.8881455891,75720.4094926633,64228.2196410065,60634.8856668111,58307.8829025091,61294.6974220995,61250.8579840925,57515.7543315117,58106.8542983428,53214.1936001802
Alla,Alla,Skåne län,Östra Göinge,64070.877204616,57106.5006121728,50160.6023266685,42372.1366318046,34604.8648292778,33704.4868032012,34563.5532190267,32890.4458609877,32497.9059300919,29821.789415074,29664.5462907229,26992.3193258306
Alla,Alla,Stockholms län,Alla,6397800.97394282,5633154.95326265,5522297.01210709,5326174.0741795,4448415.0627198,4263737.28883828,4033152.07368463,4087344.05642163,3851920.95543219,3214269.3330507,3333028.87749947,3141037.64857402
Alla,Alla,Stockholms län,Botkyrka,345282.018497491,148239.84173911,133536.548417284,139232.15868051,114514.172736395,110223.472029489,99814.0988498125,99611.6475783418,97026.0671373824,87827.0599752165,87233.2571625774,78907.3149230882
Alla,Alla,Stockholms län,Danderyd,101896.638221186,90600.8154287564,82466.7920203621,65123.0296551792,54930.6840110249,52661.230356358,37610.2895930279,36836.442406409,35415.8530412195,32241.0996647472,32884.3538202931,29642.7966742879
Alla,Alla,Stockholms län,Ekerö,88750.8360529148,77520.3281257954,66590.2613978349,55637.8745280577,48916.6186133498,48799.3283934432,45689.572578603,45567.0246589978,44936.2960899213,40135.6327565254,41338.4603594715,38431.7034448891
Alla,Alla,Stockholms län,Haninge,207109.805372053,168917.191658485,153219.845155184,157742.030846661,139746.017958778,134249.916451044,114579.104017587,120667.301569745,116915.053094795,106310.292095567,107373.32841102,99782.5932187926
Alla,Alla,Stockholms län,Huddinge,199278.036789812,195548.067804025,176406.471933799,159881.375332693,133002.799698834,127220.472995213,115596.679878377,115535.509667828,112902.331232888,102949.157098514,103473.230724755,92748.3240024244
Alla,Alla,Stockholms län,Järfälla,121544.341834755,122058.340122935,106903.310206758,88381.5776250681,75242.7596797443,72265.288348228,81764.8712184471,80623.9083484631,78805.5724437464,71203.7883648623,71655.6090597443,64568.7986887332
Alla,Alla,Stockholms län,Lidingö,99968.0520916248,67167.6186999884,48127.7893418551,26926.6879237366,23730.1798442467,22478.5557832076,28833.3715185701,24749.7645946717,23855.5927760273,26167.6452031367,28204.5012020325,21122.5082021768
Alla,Alla,Stockholms län,Nacka,168504.986806935,144295.778667294,125325.606411055,110391.86035491,100150.281898186,96423.0876083437,98569.8993008411,99359.9298979208,97206.1943557441,88502.0087840082,89292.5765224343,81340.0014842282
Alla,Alla,Stockholms län,Norrtälje,338659.598783105,302121.229679577,278556.83347225,222695.794526469,178688.440614457,172493.38315204,169614.936973815,170936.519334001,164487.262331852,150840.543537679,152626.713705864,142435.272639967
Alla,Alla,Stockholms län,Nykvarn,46274.6313881487,44330.1754457212,42904.2532058964,49374.1852683248,44192.3225613781,42568.9078898002,46535.4764532545,42252.5855394816,41681.7254924104,38198.3589554976,38180.6002568033,34307.2465433141
Alla,Alla,Stockholms län,Nynäshamn,210936.139226161,280181.791354475,245701.166735389,256904.759096905,229443.245481985,250309.057481721,246198.738123243,253266.640613327,201983.516966429,182290.43255399,191680.324065513,186542.890853921
Alla,Alla,Stockholms län,Salem,55266.0462577518,53269.4565236986,50863.3111663711,47064.55061742,41817.6297535801,40172.866108367,40762.7982873936,40341.9004572975,39526.9576824712,36547.4859969374,36751.8698753071,32875.1260971541
Alla,Alla,Stockholms län,Sigtuna,387203.600766731,299520.851387837,293573.455438329,250301.756630936,306378.136149618,318377.573192181,313753.017860295,307606.875268016,320587.816625645,294856.269087791,285839.016530679,301559.592845438
Alla,Alla,Stockholms län,Sollentuna,192642.87653782,179789.278649786,174601.02443672,186576.537290071,168056.261318424,159664.57218979,142884.706070906,124390.360968016,121842.345193469,111701.19269375,112105.241577446,100103.303263527
Alla,Alla,Stockholms län,Solna,198594.767691418,164308.152479821,172047.224083924,170581.260042946,142063.24293647,143171.86987638,127295.332276339,112433.7416636,108739.550696702,99476.341537049,101645.525813097,89581.0447949642
Alla,Alla,Stockholms län,Stockholm,2073176.02195445,2085438.0417293,2326693.35112204,2261316.82926151,1801563.39917775,1662144.06784028,1533952.70146768,1525022.05644397,1269578.53485236,906583.712041786,1004028.5962726,942805.894974512
Alla,Alla,Stockholms län,Sundbyberg,45575.7156188005,64590.2258830174,31835.9057445397,29879.0580378754,21139.217794488,23428.4307866467,16341.6045876955,19712.9002412046,19181.6352909958,17095.2069556473,17181.296961082,15457.140868691
Alla,Alla,Stockholms län,Södertälje,644989.834032873,370812.278237881,367267.913920883,467270.787833457,310033.838676742,290488.258729077,252673.875199042,353802.990800063,454703.029311363,267161.922830648,262562.225715834,235931.333155043
Alla,Alla,Stockholms län,Tyresö,56825.8772614077,47617.2808546657,35998.8509150913,27375.5176290147,24239.7100832491,23047.5454972797,21648.1218646206,20118.6801641394,19322.9096940806,17173.3219890177,17370.6061986837,15861.7831905314
Alla,Alla,Stockholms län,Täby,165640.947141108,140818.435412412,110364.440195999,102850.095873445,89407.7808946861,85356.7286240599,85450.5539990586,84918.994368961,82666.846131531,75289.3007677333,75773.0535540898,68004.8212994328
Alla,Alla,Stockholms län,Upplands-Bro,97608.343341231,101448.353368065,89148.7488081464,85719.4336017909,76931.3070942313,74482.2760500213,89635.5219236418,81681.2468983163,80307.8904363437,170900.894424311,181244.075542768,196142.69432461
Alla,Alla,Stockholms län,Upplands Väsby,106574.563598095,94638.7234831378,92367.0761278542,83963.2368950338,74383.1065915811,71667.9867755907,70456.1927811686,72593.6644559152,70419.4508081361,61026.858726668,61367.1117481143,55415.4382436025
Alla,Alla,Stockholms län,Vallentuna,104559.285310451,92611.4161308224,76248.8910784862,73417.9936263139,63471.9821642347,60921.164674697,73324.5988926411,65294.1389610453,63991.2726513922,58043.4830973125,58569.0884976894,53117.2090339427
Alla,Alla,Stockholms län,Vaxholm,37866.4707752787,32962.7276027928,23525.1464463865,19576.8247059688,19523.2698716621,19541.5165763246,21230.2864766995,20105.9322886402,19403.8008689316,17528.7089546355,17767.639596676,17595.8513457508
Alla,Alla,Stockholms län,Värmdö,160907.089684622,141692.853843012,118602.182531452,102927.911831217,91967.7455084696,89508.6108918323,88916.6465830618,96600.0935861202,93724.2273728678,88245.3019429405,90318.2232764484,85709.6575334674
Alla,Alla,Stockholms län,Österåker,142164.391673314,122655.695222895,99420.5175577764,85061.1709360334,74881.2759999987,72071.4615513614,70019.0962501703,73313.5373779214,72709.2385051163,65973.3642397738,66562.4536197154,61047.305735555
Alla,Alla,Södermanlands län,Alla,3665136.59731216,3639842.14597202,3611117.85699366,3237327.174965,3077724.01937207,2372676.6461525,2381685.96959298,2287325.28967962,2897366.533939,2242303.43746877,2383952.75369718,2316976.0181026
Alla,Alla,Södermanlands län,Eskilstuna,294571.991510965,308397.981544243,250857.204628216,246140.440334117,183427.275798311,179851.870583643,203412.838298883,175830.074458112,172320.952825825,157474.352832614,163536.961546241,152072.790494072
Alla,Alla,Södermanlands län,Flen,85809.8983678558,74105.0646550703,65204.7920954741,59520.5297878667,50893.2472920015,48099.7676200009,45697.8334177814,43863.4684536478,42900.1874804949,39535.8864084516,40242.9766429344,37294.662120882
Alla,Alla,Södermanlands län,Gnesta,50946.4375471771,46804.2545247508,36883.9391923174,30829.8054489803,26162.4876698771,25006.3733689211,21683.9706234223,19940.001343518,19515.2379017112,16984.0957154706,17567.6911813976,17325.7811564844
Alla,Alla,Södermanlands län,Katrineholm,209119.230654739,114498.897331012,111817.010514871,103684.664960414,83720.2196328875,79705.2109104018,77189.4210775965,73455.226566897,72456.3251544942,67530.9778257224,70002.7305101016,67556.7748045777
Alla,Alla,Södermanlands län,Nyköping,447117.54871676,311245.51506918,273884.388493924,286000.287659634,240941.73587017,230027.486887767,225495.254840055,234541.714125588,232474.487558787,216409.439389335,217633.097848251,194849.944570551
Alla,Alla,Södermanlands län,Oxelösund,2318907.8964194,2528767.65757297,2617159.52256806,2291320.6972313,2305134.08194577,1631468.16978253,1629455.67469748,1561959.62648243,2181289.83137331,1584026.39594075,1712102.16094497,1699929.59043503
Alla,Alla,Södermanlands län,Strängnäs,151381.290874555,156787.30783561,158783.208724011,129182.671334087,109625.095332049,103853.116928735,105738.480837339,106477.067573505,103922.079084194,95897.9467588003,98001.9177709988,88966.6058274504
Alla,Alla,Södermanlands län,Trosa,57714.40888853,55938.2379677937,53586.7337614014,54623.60695836,47618.348480283,45548.9327630064,43667.6754895669,44610.7056399889,43969.3126102904,39813.6110288361,39932.0620046393,36229.7090125096
Alla,Alla,Södermanlands län,Vingåker,49567.9529536732,43297.4489430392,42941.0999498608,36024.4557212544,30201.1107748378,29115.8153357559,29344.9341739435,26647.2393026696,28517.8926318045,24630.7023014314,24933.1077956239,22750.0952199843
Alla,Alla,Uppsala län,Alla,1741976.65596901,1704255.12758238,1671506.65358625,1688721.07185006,1283406.9831572,1282476.53039334,1197958.16600365,1282514.59768307,1157421.6731591,959472.153748746,987390.601951698,895446.783959005
Alla,Alla,Uppsala län,Enköping,211770.083164165,188256.985814751,186997.691017557,199451.293120337,177795.523448052,171881.663310267,165755.105723203,167949.493989924,164501.110362741,151857.160629169,149091.727741826,134325.842277813
Alla,Alla,Uppsala län,Heby,93353.6148714973,83260.1253167074,80393.6399465301,68833.3244117799,57427.1880260872,55431.6599258314,52547.7877855041,47481.7928097348,46297.8489535375,44293.5052659263,45536.6594704788,41580.1619439153
Alla,Alla,Uppsala län,Håbo,102424.078547743,101358.451092172,91838.7196900677,85090.6287750626,77106.8629005099,74549.6361524484,71031.8999507518,73406.4197323897,72304.3958112608,66762.4051702776,70416.2924321847,62232.4633683013
Alla,Alla,Uppsala län,Knivsta,82677.702073344,79486.6452057852,79001.8884461324,79647.8658570386,71334.6718957681,68883.0480215955,68658.8251581233,69093.4814061707,67102.5707626163,59211.4487382548,60034.6537180739,55594.9748946697
Alla,Alla,Uppsala län,Tierp,155372.843304659,134740.105292981,140910.848487232,139327.640528496,121998.644510259,117825.196251333,117292.432721517,110730.408826477,107520.151896411,97715.1657673358,96317.0634315025,84909.7915345716
Alla,Alla,Uppsala län,Uppsala,843347.232221912,898299.362893975,898445.541148513,956112.785659283,657084.400167807,682908.799150949,610139.706682232,705700.059328183,596056.605759854,451627.282659952,476760.631982245,420915.611461749
Alla,Alla,Uppsala län,Älvkarleby,96791.4277577599,95317.7893242009,79014.016923663,59934.5443099397,34394.5815373158,25498.6826664644,25560.4821874374,23396.3557775338,23164.5746669324,21465.3546547718,21844.4319748504,28603.0428853305
Alla,Alla,Uppsala län,Östhammar,156239.698434957,123535.652982393,114904.24970511,100323.037060727,86265.1036195314,85497.8009908003,86971.8675306172,84756.5642574344,80474.4241340532,66539.808308928,67389.1677880353,67284.9378617327
Alla,Alla,Värmlands län,Alla,1857273.77310128,1868403.2031067,1606665.14904002,1311224.94176413,1000286.66569819,969821.319520321,967105.353557469,932249.422697306,909975.886148842,839658.81623184,873805.950549467,782725.71423525
Alla,Alla,Värmlands län,Arvika,118252.922271309,106983.726630975,90109.7342741043,90378.520037342,68003.9508376877,66590.6231030763,68463.8219042708,63801.3508830111,63785.3115885211,57603.3273410801,60591.7644739252,52563.8877652764
Alla,Alla,Värmlands län,Eda,65400.8640223324,57114.6098519098,52570.6738866848,60928.526598104,53982.4091932182,55136.7143736462,54826.5657762324,50905.5596214357,52267.053773156,50135.1713010851,54403.4875248189,55469.5251337634
Alla,Alla,Värmlands län,Filipstad,81947.6925621542,68747.2617885232,64736.3758079018,57793.3777387058,46230.688438038,43146.1205699084,46929.5561430757,43752.2433871762,42305.0470911847,38795.5496865751,38397.4213622857,34742.520300039
Alla,Alla,Värmlands län,Forshaga,50470.4013180435,42313.6391336116,33451.0043829245,26713.8876038745,22280.8310203023,21616.2772923572,21117.4768794885,19909.7389734078,19410.4502562278,17587.4186135452,18373.6145001678,16828.6702947162
Alla,Alla,Värmlands län,Grums,106084.351025732,160851.021744945,142132.92881422,83095.5953734172,57599.182847799,52868.3402408068,50166.3377376744,68476.1675968924,65196.5813126526,56559.98165716,51744.931619499,43764.255462515
Alla,Alla,Värmlands län,Hagfors,146759.775681433,157664.222904043,102965.784825146,98504.4088895732,83952.5313667153,78975.0627469869,81666.636127825,81779.4705881378,72540.5623644288,68012.9500443856,79525.2381751461,61509.874364914
